 ASIGNATURA;TEMA O CONCEPTO;SOLO;BLOOM;TEMA_CLASIFICADO
PROGRAMACIÓN IMPERATIVA;Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Funciones;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;estructuras en C++;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos Funcionales;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas doblemente enlazadas circulares;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Pilas y colas;Abstracto Extendido;Analizar;Programación Java
ESTRUCTURAS DE DATOS;Pilas y colas;Abstracto Extendido;Analizar;Programación Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos en video juegos;Multiestructural;Aplicar;Algoritmia
ALGORITMIA Y PROGRAMACIÓN;PROGRAMACIÓN APLICADA AL PROYECTO INTEGRADOR;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;APLICACIÓN DE VBA CENTRADA EN EL PROYECTO INTEGRADOR;Abstracto Extendido;Aplicar;Programación VBA
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Consulta proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Modelo conceptual;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;Apuntadores;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUCESIONES SERIES E INDUCCIÓN MATEMÁTICA;Multiestructural;Aplicar;Otros
INGENIERÍA DE SOFTWARE;Implementación de PCA para la reducción de dimensionalidad de los datos;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORITMOS DE ORDENAMIENTO;Multiestructural;Aplicar;Algoritmia
INGENIERÍA DE SOFTWARE;APRENDIZAJE SUPERVISADO;Abstracto Extendido;Evaluar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo;Multiestructural;Aplicar;Algoritmia
INGENIERÍA DE SOFTWARE;IMPLEMENTACIÓN DEL ALGORITMO DE REGRESIÓN;Abstracto Extendido;Aplicar;Algoritmia
INGENIERÍA DE SOFTWARE;Programación de la ESP32;Abstracto Extendido;Aplicar;Algoritmia
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Mutlilistas;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo divide y vencerás;Abstracto Extendido;Analizar;Algoritmia
ESTRUCTURAS DE DATOS;listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Pilas y colas;Abstracto Extendido;Analizar;Programación Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia;Abstracto Extendido;Aplicar;Programación Python
ESTRUCTURAS DE DATOS;Grafos y árboles;Abstracto Extendido;Analizar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;COMPLEJIDAD TEMPORAL;Multiestructural;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;try catch;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;inicios UML;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Clases y métodos ;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;APLICACIÓN DE ALGORITMOS;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos de ordenamiento;Multiestructural;Aplicar;Algoritmia
PROGRAMACIÓN IMPERATIVA;Arreglos y matrices;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Matrices;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ALGORITMIA Y PROGRAMACIÓN;PROGRAMACIÓN APLICADA AL PROYECTO INTEGRADOR;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Algoritmos;NO HAY VERBO;NO HAY VERBO;Algoritmia
ALGORITMIA Y PROGRAMACIÓN;Condicionales ;NO HAY VERBO;NO HAY VERBO;Otros
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Creación de clases en Eclipse;Abstracto Extendido;Aplicar;Programación Java
ARQUITECTURA DE SOFTWARE;Se establece la estrategia para abordar los temas de programación OO;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requeriemientos funcionales;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
INGENIERÍA DE SOFTWARE;Acompañamiento adición namespace gitlab;Abstracto Extendido;Evaluar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos;Abstracto Extendido;Aplicar;Otros
ALGORITMIA Y PROGRAMACIÓN;ARREGLOS Y VECTORES EN VBA INTEGRADOS AL PROYECTO INTEGRADOR;Abstracto Extendido;Aplicar;Programación VBA
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
ALGORITMIA Y PROGRAMACIÓN;INTEGRACION DE SENTENCIAS REPETITIVAS Y CONDICIONALES AL PROY IONTEGRADOR;NO HAY VERBO;NO HAY VERBO;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Funciones y estructuras ;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia;Abstracto Extendido;Aplicar;Programación Python
ESTRUCTURAS DE DATOS;Árboles y grafos;Abstracto Extendido;Analizar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos recursivos e iterativos;Multiestructural;Aplicar;Algoritmia
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmos;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORITMOS APLICADOS;Multiestructural;Aplicar;Algoritmia
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
INGENIERÍA DE SOFTWARE;Gestión de cuentas gitlab;Abstracto Extendido;Evaluar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;complejidad computacional y máquina de turing;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Función asintótica;Multiestructural;Aplicar;Otros
INGENIERÍA DE SOFTWARE;patrones GRASP;Relacional;Analizar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;backtracking;Multiestructural;Aplicar;Algoritmia
ESTRUCTURAS DE DATOS;Lista enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Pilas y colas;Abstracto Extendido;Analizar;Programación Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORITMOS;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Estructura de los Algoritmos;Multiestructural;Aplicar;Algoritmia
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Consulta proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;Apuntadores;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
INGENIERÍA DE SOFTWARE;Algoritmo de descenso de gradiente;Abstracto Extendido;Evaluar;Algoritmia
INGENIERÍA DE SOFTWARE;APRENDIZAJE SUPERVISADO;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Redes de computadoras ;Abstracto Extendido;Evaluar;Otros
PROGRAMACIÓN IMPERATIVA;Ciclos anidados;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Aplicación de algoritmos de ordenamiento;Multiestructural;Aplicar;Algoritmia
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Consulta proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Teorema de Bayes y dataset de Iris;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Selección de variables para Naive Bayes categorico;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Algoritmo de K-means;NO HAY VERBO;NO HAY VERBO;Algoritmia
ALGORITMIA Y PROGRAMACIÓN;SNTENCIAS REPETITIVAS;NO HAY VERBO;NO HAY VERBO;Otros
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;backtracking;Multiestructural;Aplicar;Algoritmia
CONSTRUCCIÓN DE SOFTWARE;desarrollo web;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo gitlab;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Revisión test unitarios;Multiestructural;Comprender;Otros
INGENIERÍA WEB;BPM para caracterización de procesos;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;paradigma de programación dinámica;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;árboles recursivos;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;backtracking;Multiestructural;Aplicar;Algoritmia
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
ALGORITMIA Y PROGRAMACIÓN;Estructuras de control -- Uso de condicionales;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;ANIDAMIENTO DE ESTRUCTURAS DE CONTROL;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Estructuras repetitivas WHILE - DO;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Uso de variables en VB para aplicaciones;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Pruebas de escritorio;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Arreglos;NO HAY VERBO;NO HAY VERBO;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;try-catch;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
INGENIERÍA DE SOFTWARE;APRENDIZAJE SUPERVISADO;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;IMPLEMENTACIÓN DEL ALGORITMO DE REGRESIÓN;Abstracto Extendido;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo divide y vencerás;Abstracto Extendido;Analizar;Algoritmia
INGENIERÍA DE SOFTWARE;Redes de computadoras ;Abstracto Extendido;Evaluar;Otros
PROGRAMACIÓN IMPERATIVA;Sentencias selectivas y proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Ciclos anidados;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;ciclos;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Arreglos y matrices;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Matrices ;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas ;Abstracto Extendido;Analizar;Programación Python
ALGORITMIA Y PROGRAMACIÓN;PROGRAMACIÓN APLICADA AL PROYECTO INTEGRADOR;Abstracto Extendido;Aplicar;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Matrices y arreglos;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Casos de uso;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Clases y objetos;Abstracto Extendido;Aplicar;Programación Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Creación de objetos;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;excepciones;Abstracto Extendido;Aplicar;Programación Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;invariante de ciclo;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;paradigma de divide y vencerás;Abstracto Extendido;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;árboles recursivos;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmos backtracking;Multiestructural;Aplicar;Algoritmia
ALGORITMIA Y PROGRAMACIÓN;ARREGLOS Y VECTORES EN VBA INTEGRADOS AL PROYECTO INTEGRADOR;Abstracto Extendido;Aplicar;Programación VBA
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;Aplicación de algoritmos ;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Álgoritmos;Multiestructural;Aplicar;Algoritmia
PROGRAMACIÓN IMPERATIVA;Funciones en c++;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Interfaces en Java;Abstracto Extendido;Aplicar;Programación Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Casos de Uso;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
INGENIERÍA DE SOFTWARE;Namespace para cuenta de gitlab;Abstracto Extendido;Evaluar;Otros
ALGORITMIA Y PROGRAMACIÓN;INTEGRACIÓN DE SENTENCIAS REPETITIVAS AL PROYECTO INTEGRADOR;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;APLICACIÓN DE VBA CENTRADA EN EL PROYECTO INTEGRADOR;Abstracto Extendido;Aplicar;Programación VBA
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;pseudocódigo para el diseño de algoritmos;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;notación asintótica;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmos voraces;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmos para recorrido de grafos;Multiestructural;Aplicar;Algoritmia
INGENIERÍA DE SOFTWARE;android studio;Abstracto Extendido;Evaluar;Otros
ESTRUCTURAS DE DATOS;Pilas y colas;Abstracto Extendido;Analizar;Programación Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos;Multiestructural;Aplicar;Algoritmia
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Uml;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Apuntadores;Abstracto Extendido;Analizar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;SUCESIONES SERIES E INDUCCIÓN MATEMÁTICA;Multiestructural;Aplicar;Otros
INGENIERÍA DE SOFTWARE;Algoritmo de descenso de gradiente;Abstracto Extendido;Evaluar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos;Multiestructural;Aplicar;Algoritmia
INGENIERÍA DE SOFTWARE;IMPLEMENTACION DEL ALGORITMO DE REGRESION;Abstracto Extendido;Aplicar;Algoritmia
INGENIERÍA DE SOFTWARE;Redes de computadoras ;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Programación de la tarjeta ESP32;Abstracto Extendido;Aplicar;Programación Java
PROGRAMACIÓN IMPERATIVA;MAtrices;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORTIMO DIVIDE Y VENCERAS;Multiestructural;Aplicar;Algoritmia
ALGORITMIA Y PROGRAMACIÓN;Expresiones;NO HAY VERBO;NO HAY VERBO;Programación Python
ALGORITMIA Y PROGRAMACIÓN;Condicionales;NO HAY VERBO;NO HAY VERBO;Otros
ESTRUCTURAS DE DATOS;ÁRBOLES;Abstracto Extendido;Analizar;Programación Robot
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
INGENIERÍA DE SOFTWARE;Namespace para cuenta de gitlab;Abstracto Extendido;Evaluar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Pilas y colas;Abstracto Extendido;Analizar;Programación Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia;Abstracto Extendido;Aplicar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia;Abstracto Extendido;Aplicar;Programación Python
ESTRUCTURAS DE DATOS;Árboles y grafos ;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Manejo de variables y tipos de datos en python ;Abstracto Extendido;Aplicar;Programación Python
PROGRAMACIÓN IMPERATIVA;Programación orientada a objetos;Abstracto Extendido;Aplicar;Programación Java
ESTRUCTURAS DE DATOS;Programación orientada a objetos y árboles;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Pruebas de escritorio;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Arreglos y matrices;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Estructuras en c++;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Validación proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Recomendaciones proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;Listas doblemente enlazada circular;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilista;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ANÁLISIS Y DISEÑO DE ALGORITMOS;análisis de algortimos para proyecto integrador;Relacional;Analizar;Proyecto Integrador
ANÁLISIS Y DISEÑO DE ALGORITMOS;proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
INGENIERÍA DE SOFTWARE;conexion a bases de datos;Abstracto Extendido;Evaluar;Otros
ESTRUCTURAS DE DATOS;Permutaciones y combinaciones ;Abstracto Extendido;Analizar;Programación Java
ESTRUCTURAS DE DATOS;Plataformas de entrenamiento ;Abstracto Extendido;Analizar;Estadística y Matemáticas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos Funcionales;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos en video Juegos;Multiestructural;Aplicar;Algoritmia
PROGRAMACIÓN IMPERATIVA;Selectivas;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;arreglos y matrices;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Arreglos y funciones;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Estructuras ;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos Funcionales;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Seguimiento estudiante repitente;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Revisión de código con énfasis en condicionales en código Java;Multiestructural;Comprender;Programación Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Concepción de modelo - seguimiento plan de trabajo estudiante repitente.;Abstracto Extendido;Aplicar;Investigación
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Programación de clases y objetos en Python - Seguimiento estudiante;Abstracto Extendido;Aplicar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Interfaces de usuario - sugerencias finalización asignatura;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;comienzo UML;Abstracto Extendido;Aplicar;Programación Java
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Clases y métodos;Abstracto Extendido;Aplicar;Otros
ALGORITMIA Y PROGRAMACIÓN;Pseudocódigo;NO HAY VERBO;NO HAY VERBO;Algoritmia
PROGRAMACIÓN IMPERATIVA;Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;arreglos y matrices;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos Funcionales;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Pilas y colas;Abstracto Extendido;Analizar;Programación Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos en los video juegos;Multiestructural;Aplicar;Algoritmia
PROGRAMACIÓN IMPERATIVA;Arreglos y matrices ;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Arreglos y matrices;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Estructuras ;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Árbol AVL;Abstracto Extendido;Analizar;Otros
ALGORITMIA Y PROGRAMACIÓN;Algoritmos;NO HAY VERBO;NO HAY VERBO;Algoritmia
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos ;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Instancias a clases;Abstracto Extendido;Aplicar;Programación Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Se establece la estrategia para abordar los temas de programación OO;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
PROGRAMACIÓN IMPERATIVA;Archivos;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Revisión procesos de iteración;Multiestructural;Comprender;Otros
ESTRUCTURAS DE DATOS;Listas doblemente enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Recomendación proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Pias y colas;Abstracto Extendido;Analizar;Programación Java
